representation,n_bags,positive_rate,n_features,split,status,roc_auc,pr_auc,accuracy,eval_seconds,n_excluded_bags,family,anomaly,prevalence,k_hop,n,n_centers,bag_nodes_median,bag_nodes_p90,run_id
node_oracle,800,0.83,33,7.0,ok,0.5,0.8292,0.1708,0.84,0.0,ba,hub,0.005,2,3000,800,122.5,282.1,ba_hub_p0.005_k2
node_oracle,800,0.83,33,8.0,ok,0.5,0.8292,0.1708,0.84,0.0,ba,hub,0.005,2,3000,800,122.5,282.1,ba_hub_p0.005_k2
node_oracle,800,0.83,33,9.0,ok,0.5,0.8292,0.1708,0.84,0.0,ba,hub,0.005,2,3000,800,122.5,282.1,ba_hub_p0.005_k2
wasserstein,800,0.3375,16,0.0,ok,0.6203,0.4267,0.5917,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,1.0,ok,0.6719,0.4726,0.6625,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,2.0,ok,0.5463,0.3686,0.5917,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,3.0,ok,0.6433,0.4285,0.6333,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,4.0,ok,0.6336,0.4368,0.6542,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,5.0,ok,0.6294,0.4177,0.6125,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,6.0,ok,0.6394,0.4392,0.6,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,7.0,ok,0.6361,0.4379,0.6375,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,8.0,ok,0.6566,0.471,0.65,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.3375,16,9.0,ok,0.6412,0.4341,0.6375,0.51,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,0.0,ok,0.7052,0.6266,0.6917,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,1.0,ok,0.7728,0.6488,0.7292,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,2.0,ok,0.7002,0.6172,0.7125,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,3.0,ok,0.7482,0.6579,0.7417,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,4.0,ok,0.721,0.6335,0.7167,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,5.0,ok,0.7401,0.6674,0.7292,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,6.0,ok,0.745,0.6209,0.7458,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,7.0,ok,0.7477,0.6451,0.7208,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,8.0,ok,0.779,0.6982,0.75,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_all,800,0.3375,99,9.0,ok,0.7403,0.6681,0.7458,1.2,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,0.0,ok,0.6283,0.4196,0.5958,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,1.0,ok,0.6711,0.4476,0.6542,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,2.0,ok,0.589,0.3954,0.6417,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,3.0,ok,0.6671,0.4411,0.65,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,4.0,ok,0.6193,0.4183,0.6292,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,5.0,ok,0.6582,0.4581,0.6292,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,6.0,ok,0.6404,0.4237,0.6083,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,7.0,ok,0.6349,0.4185,0.6375,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,8.0,ok,0.6748,0.5005,0.6458,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
pooled_max,800,0.3375,33,9.0,ok,0.6444,0.4289,0.6458,0.61,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,0.0,ok,0.6175,0.4109,0.5875,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,1.0,ok,0.6872,0.4605,0.65,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,2.0,ok,0.6048,0.4122,0.625,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,3.0,ok,0.7207,0.5248,0.6625,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,4.0,ok,0.7058,0.5253,0.6625,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,5.0,ok,0.6488,0.4407,0.6125,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,6.0,ok,0.7128,0.5051,0.6375,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,7.0,ok,0.631,0.4281,0.6292,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,8.0,ok,0.6964,0.4829,0.6458,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
size_only,800,0.3375,2,9.0,ok,0.6782,0.5032,0.6583,0.36,,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,0.0,ok,0.8309,0.8319,0.875,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,1.0,ok,0.906,0.9132,0.9125,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,2.0,ok,0.8091,0.7194,0.7833,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,3.0,ok,0.872,0.825,0.775,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,4.0,ok,0.8503,0.7362,0.8167,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,5.0,ok,0.8771,0.8784,0.9167,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,6.0,ok,0.875,0.8526,0.8667,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,7.0,ok,0.8513,0.8532,0.8167,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,8.0,ok,0.7872,0.7834,0.8333,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
node_oracle,800,0.3375,33,9.0,ok,0.8725,0.8429,0.825,0.99,0.0,ba,hub,0.01,1,3000,800,7.0,15.100000000000023,ba_hub_p0.01_k1
wasserstein,800,0.945,16,0.0,ok,0.7228,0.9804,0.9458,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,1.0,ok,0.8099,0.9873,0.9417,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,2.0,ok,0.7292,0.9817,0.9417,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,3.0,ok,0.7767,0.9845,0.9458,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,4.0,ok,0.7335,0.9781,0.9458,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,5.0,ok,0.7516,0.9789,0.95,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,6.0,ok,0.7567,0.9816,0.9417,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,7.0,ok,0.8279,0.9887,0.9417,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,8.0,ok,0.7702,0.9845,0.925,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.945,16,9.0,ok,0.7553,0.9825,0.9375,0.53,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,0.0,ok,0.6974,0.9786,0.9333,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,1.0,ok,0.7885,0.9843,0.9417,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,2.0,ok,0.7733,0.9834,0.9458,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,3.0,ok,0.7004,0.9771,0.9375,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,4.0,ok,0.7692,0.984,0.9417,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,5.0,ok,0.8465,0.9894,0.9458,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,6.0,ok,0.7503,0.982,0.9417,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,7.0,ok,0.8052,0.9866,0.9458,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,8.0,ok,0.7462,0.9809,0.9417,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_all,800,0.945,99,9.0,ok,0.773,0.9819,0.9458,1.64,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,0.0,ok,0.5474,0.9524,0.9458,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,1.0,ok,0.6971,0.9779,0.9417,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,2.0,ok,0.6503,0.9523,0.9417,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,3.0,ok,0.5815,0.9641,0.925,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,4.0,ok,0.6842,0.9699,0.9375,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,5.0,ok,0.8052,0.9866,0.9333,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,6.0,ok,0.5971,0.9499,0.9458,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,7.0,ok,0.5859,0.9569,0.9458,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,8.0,ok,0.5652,0.9499,0.9417,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
pooled_max,800,0.945,33,9.0,ok,0.6405,0.9648,0.9375,0.85,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,0.0,ok,0.7167,0.974,0.9125,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,1.0,ok,0.7414,0.9824,0.9208,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,2.0,ok,0.7611,0.9807,0.925,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,3.0,ok,0.5779,0.9536,0.9375,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,4.0,ok,0.726,0.978,0.9292,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,5.0,ok,0.7552,0.9803,0.9208,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,6.0,ok,0.4256,0.934,0.8917,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,7.0,ok,0.8187,0.9875,0.9292,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,8.0,ok,0.4654,0.9433,0.9125,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
size_only,800,0.945,2,9.0,ok,0.4593,0.9348,0.9083,0.5,,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,0.0,ok,0.8919,0.9919,0.3667,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,1.0,ok,0.8833,0.9915,0.8542,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,2.0,ok,0.8863,0.9911,0.9417,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,3.0,ok,0.9764,0.9985,0.9458,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,4.0,ok,0.9685,0.998,0.9208,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,5.0,ok,0.9344,0.9951,0.95,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,6.0,ok,0.8943,0.9933,0.8542,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,7.0,ok,0.9487,0.9968,0.7583,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,8.0,ok,0.684,0.9626,0.9375,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
node_oracle,800,0.945,33,9.0,ok,0.9331,0.9949,0.9375,1.01,0.0,ba,hub,0.01,2,3000,800,133.0,301.1,ba_hub_p0.01_k2
wasserstein,800,0.5487,16,0.0,ok,0.6255,0.6392,0.6667,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,1.0,ok,0.6312,0.616,0.6583,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,2.0,ok,0.6805,0.6534,0.675,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,3.0,ok,0.6664,0.6564,0.6833,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,4.0,ok,0.627,0.6177,0.6,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,5.0,ok,0.6622,0.6483,0.6542,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,6.0,ok,0.6445,0.6277,0.6542,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,7.0,ok,0.6096,0.6232,0.6417,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,8.0,ok,0.6068,0.5962,0.6458,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.5487,16,9.0,ok,0.673,0.6657,0.6583,0.58,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,0.0,ok,0.7292,0.786,0.6792,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,1.0,ok,0.7879,0.8116,0.7458,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,2.0,ok,0.7838,0.8147,0.6792,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,3.0,ok,0.801,0.8275,0.7375,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,4.0,ok,0.7478,0.7864,0.6792,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,5.0,ok,0.7761,0.788,0.7167,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,6.0,ok,0.7444,0.7819,0.6958,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,7.0,ok,0.729,0.7777,0.675,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,8.0,ok,0.7168,0.7428,0.6208,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_all,800,0.5487,99,9.0,ok,0.7707,0.7962,0.6917,1.31,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,0.0,ok,0.6398,0.6603,0.65,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,1.0,ok,0.6443,0.6392,0.6792,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,2.0,ok,0.6979,0.6826,0.6833,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,3.0,ok,0.6832,0.6689,0.6917,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,4.0,ok,0.6388,0.6394,0.6083,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,5.0,ok,0.6672,0.6575,0.6542,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,6.0,ok,0.6461,0.6492,0.6542,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,7.0,ok,0.6177,0.6394,0.6375,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,8.0,ok,0.6098,0.6101,0.6375,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
pooled_max,800,0.5487,33,9.0,ok,0.6858,0.6957,0.6667,0.77,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,0.0,ok,0.6281,0.6432,0.6375,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,1.0,ok,0.6264,0.6185,0.6542,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,2.0,ok,0.6887,0.6652,0.6708,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,3.0,ok,0.6846,0.6629,0.6708,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,4.0,ok,0.6458,0.6456,0.6083,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,5.0,ok,0.69,0.6761,0.6708,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,6.0,ok,0.6623,0.6471,0.6625,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,7.0,ok,0.6221,0.6362,0.6208,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,8.0,ok,0.6364,0.6239,0.65,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
size_only,800,0.5487,2,9.0,ok,0.6867,0.6778,0.6667,0.4,,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,0.0,ok,0.9118,0.937,0.7708,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,1.0,ok,0.8994,0.9281,0.6875,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,2.0,ok,0.9169,0.9327,0.6833,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,3.0,ok,0.9292,0.9341,0.5,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,4.0,ok,0.9094,0.9232,0.7958,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,5.0,ok,0.9301,0.9321,0.8458,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,6.0,ok,0.9556,0.9668,0.9208,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,7.0,ok,0.9282,0.9465,0.65,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,8.0,ok,0.907,0.9141,0.8583,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
node_oracle,800,0.5487,33,9.0,ok,0.9567,0.9745,0.925,1.06,0.0,ba,hub,0.02,1,3000,800,7.0,16.0,ba_hub_p0.02_k1
wasserstein,800,0.9938,16,0.0,ok,0.8214,0.9983,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,1.0,ok,0.9202,0.9993,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,2.0,ok,0.7689,0.9978,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,3.0,ok,0.8368,0.9993,0.9958,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,4.0,ok,0.7364,0.9987,0.9958,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,5.0,ok,0.8536,0.9993,0.9958,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,6.0,ok,0.8078,0.9982,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,7.0,ok,0.8697,0.9988,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,8.0,ok,0.9286,0.9994,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
wasserstein,800,0.9938,16,9.0,ok,0.9391,0.9995,0.9917,0.29,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,0.0,ok,0.9496,0.9996,0.9917,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,1.0,ok,0.8908,0.999,0.9917,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,2.0,ok,0.8403,0.9985,0.9917,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,3.0,ok,0.8117,0.9991,0.9958,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,4.0,ok,0.7824,0.999,0.9958,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
pooled_all,800,0.9938,99,5.0,ok,0.7238,0.9987,0.9958,0.6,,ba,hub,0.02,2,3000,800,154.0,314.1,ba_hub_p0.02_k2
