,src_node_id,dest_node_id
2138,74,642
2139,114,605
2140,130,152
2141,187,481
2142,613,627
2143,392,884
2144,731,742
2145,812,813
2146,243,908
2147,389,524
2148,195,807
2149,158,211
2150,307,921
2151,1,20
2152,242,322
2153,592,610
2154,187,707
2155,669,707
2156,389,923
2157,743,984
2158,217,642
2159,325,565
2160,19,396
2161,695,875
2162,210,381
2163,622,688
2164,548,597
2165,402,419
2166,368,1000
2167,787,792
2168,438,662
2169,133,166
2170,334,613
2171,19,61
2172,291,954
2173,692,736
2174,451,692
2175,395,844
2176,667,996
2177,482,752
2178,152,874
2179,653,659
2180,813,870
2181,892,933
2182,767,817
2183,896,917
2184,54,584
2185,457,523
2186,110,945
2187,240,770
2188,388,445
2189,576,600
2190,779,824
2191,251,263
2192,435,962
2193,206,771
2194,152,445
2195,336,388
2196,555,610
2197,324,601
2198,17,113
2199,397,405
2200,475,981
2201,154,186
2202,245,255
2203,189,791
2204,759,881
2205,707,984
2206,91,741
2207,573,909
2208,910,932
2209,251,699
2210,226,393
2211,340,385
2212,604,608
2213,415,467
2214,445,862
2215,377,892
2216,593,604
2217,636,736
2218,280,910
2219,126,242
2220,916,938
2221,959,970
2222,337,425
2223,356,661
2224,263,961
2225,282,602
2226,429,473
2227,843,859
2228,385,863
2229,441,503
2230,281,288
2231,322,438
2232,473,520
2233,328,380
2234,112,289
2235,367,488
2236,143,821
2237,697,791
2238,352,391
2239,190,488
2240,137,206
2241,447,495
2242,109,762
2243,644,671
2244,459,473
2245,438,746
2246,193,677
2247,715,746
2248,19,33
2249,260,279
2250,592,954
2251,370,893
2252,190,202
2253,480,500
2254,210,652
2255,345,399
2256,238,318
2257,61,347
2258,185,423
2259,42,100
2260,793,806
2261,606,612
2262,737,767
2263,351,391
2264,170,456
2265,793,853
2266,10,623
2267,248,523
2268,4,73
2269,671,997
2270,287,570
2271,954,989
2272,741,873
2273,317,369
2274,50,396
2275,785,963
2276,150,849
2277,832,853
2278,137,838
2279,141,950
2280,626,682
2281,350,362
2282,776,782
2283,445,516
2284,608,767
2285,368,390
2286,97,201
2287,387,389
2288,776,931
2289,958,988
2290,677,806
2291,647,662
2292,739,747
2293,579,888
2294,570,617
2295,94,519
2296,389,573
2297,410,640
2298,1,45
2299,206,222
2300,761,877
2301,390,407
2302,527,665
2303,964,991
2304,235,655
2305,367,388
2306,224,287
2307,261,277
2308,333,391
2309,485,730
2310,714,966
2311,165,736
2312,93,874
2313,97,945
2314,447,741
2315,416,640
2316,701,736
2317,689,868
2318,192,689
2319,70,505
2320,256,462
2321,75,399
2322,889,983
2323,28,29
2324,515,519
2325,2,762
2326,116,712
2327,685,859
2328,724,901
2329,142,190
2330,993,996
2331,497,723
2332,632,645
2333,121,799
2334,699,702
2335,2,412
2336,178,251
2337,311,319
2338,251,644
2339,216,504
2340,56,111
2341,682,716
2342,613,890
2343,262,764
2344,229,611
2345,547,604
2346,362,392
2347,57,724
2348,232,767
2349,703,730
2350,373,433
2351,655,945
2352,290,973
2353,437,662
2354,553,599
2355,57,562
2356,440,515
2357,393,468
2358,11,111
2359,748,758
2360,18,827
2361,126,186
2362,860,992
2363,359,599
2364,518,638
2365,829,851
2366,244,307
2367,116,384
2368,346,455
2369,511,765
2370,817,826
2371,8,989
2372,124,202
2373,261,265
2374,120,190
2375,856,874
2376,700,710
2377,157,217
2378,67,91
2379,272,314
2380,791,796
2381,861,881
2382,848,863
2383,640,665
2384,146,219
2385,904,938
2386,354,416
2387,389,395
2388,767,790
2389,188,529
2390,831,875
2391,741,749
2392,28,76
2393,29,289
2394,528,783
2395,965,981
2396,253,967
2397,223,251
2398,279,313
2399,447,995
2400,431,488
2401,145,189
2402,732,785
2403,793,909
2404,24,109
2405,392,393
2406,142,162
2407,862,883
2408,663,782
2409,62,395
2410,377,421
2411,659,989
2412,366,789
2413,350,400
2414,175,203
2415,604,853
2416,469,484
2417,127,196
2418,811,819
2419,82,579
2420,228,861
2421,177,987
2422,194,861
2423,32,85
2424,659,767
2425,240,274
2426,393,771
2427,267,808
2428,50,190
2429,882,885
2430,437,588
2431,2,51
2432,74,312
2433,22,64
2434,245,297
2435,894,902
2436,220,251
2437,734,893
2438,613,628
2439,731,739
2440,52,806
2441,730,974
2442,592,609
2443,390,495
2444,263,885
2445,53,297
2446,100,720
2447,195,202
2448,656,885
2449,548,600
2450,447,500
2451,696,741
2452,186,364
2453,137,162
2454,230,595
2455,435,443
2456,956,969
2457,43,184
2458,770,781
2459,297,311
2460,495,570
2461,597,610
2462,209,611
2463,892,936
2464,767,818
2465,434,580
2466,199,334
2467,327,407
2468,792,825
2469,758,979
2470,28,88
2471,434,477
2472,289,442
2473,870,886
2474,67,611
2475,176,325
2476,132,931
2477,615,680
2478,208,216
2479,194,622
2480,185,857
2481,23,73
2482,174,181
2483,268,308
2484,251,474
2485,693,753
2486,90,606
2487,534,565
2488,276,797
2489,331,402
2490,350,404
2491,617,843
2492,233,672
2493,729,773
2494,694,831
2495,132,722
2496,561,974
2497,263,390
2498,137,826
2499,590,591
2500,613,818
2501,387,418
2502,604,607
2503,694,721
2504,57,652
2505,24,678
2506,280,800
2507,894,938
2508,604,720
2509,288,753
2510,129,136
2511,573,579
2512,173,177
2513,211,512
2514,271,606
2515,743,866
2516,565,578
2517,531,690
2518,843,860
2519,316,970
2520,463,521
2521,173,983
2522,964,998
2523,601,938
2524,234,705
2525,657,908
2526,714,719
2527,238,249
2528,1,880
2529,370,385
2530,152,713
2531,389,783
2532,502,644
2533,852,857
2534,399,420
2535,809,818
2536,801,822
2537,161,213
2538,471,498
2539,328,409
2540,628,687
2541,848,866
2542,428,463
2543,266,320
2544,625,665
2545,951,959
2546,633,840
2547,156,473
2548,709,741
2549,33,142
2550,143,199
2551,238,317
2552,39,440
2553,848,904
2554,260,423
2555,563,566
2556,137,444
2557,516,762
2558,170,438
2559,314,774
2560,525,634
2561,28,52
2562,93,604
2563,351,392
2564,576,587
2565,165,208
2566,443,490
2567,297,992
2568,45,614
2569,673,683
2570,954,996
2571,110,694
2572,589,599
2573,409,425
2574,354,900
2575,84,103
2576,513,815
2577,435,709
2578,534,585
2579,289,787
2580,315,799
2581,371,711
2582,428,534
2583,246,263
2584,283,305
2585,32,160
2586,316,441
2587,668,912
2588,129,838
2589,608,762
2590,168,733
2591,80,305
2592,155,922
2593,163,445
2594,242,606
2595,613,933
2596,739,748
2597,49,60
2598,34,330
2599,769,773
2600,471,850
2601,705,710
2602,135,217
2603,13,701
2604,490,698
2605,453,460
2606,438,442
2607,134,913
2608,465,490
2609,652,864
2610,213,896
2611,709,773
2612,347,966
2613,734,760
2614,799,814
2615,328,496
2616,762,788
2617,804,839
2618,330,672
2619,861,878
2620,123,847
2621,53,950
2622,512,881
2623,495,519
2624,100,115
2625,389,408
2626,960,985
2627,486,834
2628,275,299
2629,577,599
2630,196,821
2631,736,951
2632,456,767
2633,363,387
2634,453,513
2635,128,135
2636,458,495
2637,332,390
2638,615,669
2639,336,470
2640,392,424
2641,452,713
2642,993,997
2643,287,539
2644,983,984
2645,15,550
2646,736,742
2647,867,885
2648,642,683
2649,784,788
2650,551,571
2651,331,426
2652,910,922
2653,383,414
2654,311,431
2655,93,100
2656,97,103
2657,560,682
2658,376,717
2659,359,411
2660,768,779
2661,21,888
2662,902,939
2663,669,940
2664,466,481
2665,359,374
2666,490,491
2667,344,388
2668,950,959
2669,129,209
2670,258,509
2671,596,875
2672,621,752
2673,570,652
2674,553,600
2675,403,611
2676,955,984
2677,467,606
2678,217,825
2679,532,580
2680,126,185
2681,460,493
2682,135,197
2683,432,515
2684,610,613
2685,295,319
2686,541,547
2687,463,577
2688,748,787
2689,181,434
2690,648,656
2691,161,174
2692,856,873
2693,193,639
2694,229,277
2695,83,831
2696,145,754
2697,36,921
2698,571,604
2699,201,782
2700,557,603
2701,277,739
2702,119,368
2703,503,975
2704,39,109
2705,340,736
2706,892,923
2707,447,642
2708,32,766
2709,623,799
2710,917,930
2711,295,854
2712,227,231
2713,516,863
2714,572,600
2715,561,709
2716,281,573
2717,380,967
2718,400,830
2719,551,728
2720,352,705
2721,408,723
2722,418,599
2723,270,718
2724,772,792
2725,297,694
2726,433,438
2727,604,965
2728,111,693
2729,259,274
2730,116,799
2731,543,610
2732,121,137
2733,230,299
2734,837,839
2735,439,495
2736,391,398
2737,31,165
2738,141,605
2739,216,249
2740,160,321
2741,329,965
2742,35,43
2743,293,759
2744,97,480
2745,669,686
2746,139,221
2747,68,79
2748,392,643
2749,830,863
2750,592,612
2751,596,613
2752,207,648
2753,248,298
2754,34,84
2755,44,103
2756,135,308
2757,463,605
2758,342,790
2759,199,647
2760,540,711
2761,161,202
2762,787,790
2763,243,334
2764,9,494
2765,192,389
2766,269,936
2767,435,444
2768,290,389
2769,144,290
2770,89,779
2771,537,563
2772,297,312
2773,170,208
2774,904,909
2775,767,823
2776,70,559
2777,287,919
2778,326,949
2779,98,958
2780,102,926
2781,265,293
2782,322,822
2783,434,468
2784,202,848
2785,51,93
2786,251,261
2787,341,391
2788,897,901
2789,146,369
2790,20,684
2791,520,867
2792,632,735
2793,228,525
2794,12,588
2795,305,480
2796,569,593
2797,954,967
2798,225,263
2799,82,644
2800,785,985
2801,38,389
2802,249,252
2803,91,739
2804,776,812
2805,234,251
2806,32,76
2807,163,295
2808,949,954
2809,898,954
2810,478,512
2811,777,875
2812,543,606
2813,618,669
2814,103,981
2815,359,419
2816,136,431
2817,593,606
2818,38,985
2819,209,343
2820,406,869
2821,472,488
2822,239,471
2823,511,604
2824,385,930
2825,722,905
2826,959,976
2827,229,233
2828,31,419
2829,13,666
2830,162,178
2831,53,415
2832,254,300
2833,843,857
2834,294,597
2835,267,285
2836,370,392
2837,44,67
2838,263,737
2839,229,463
2840,450,496
2841,605,610
2842,404,459
2843,243,287
2844,63,78
2845,361,878
2846,382,682
2847,227,875
2848,523,784
2849,464,620
2850,912,916
2851,514,577
2852,166,222
2853,168,388
2854,161,436
2855,831,849
2856,101,630
2857,675,677
2858,87,417
2859,698,766
2860,444,694
2861,391,861
2862,194,303
2863,266,618
2864,606,610
2865,793,855
2866,45,728
2867,616,649
2868,783,818
2869,274,296
2870,306,919
2871,589,600
2872,629,677
2873,225,291
2874,479,636
2875,136,975
2876,13,28
2877,604,879
2878,694,993
2879,180,571
2880,401,830
2881,794,827
2882,832,855
2883,708,733
2884,246,262
2885,103,151
2886,568,889
2887,36,92
2888,702,755
2889,776,784
2890,195,681
2891,430,464
2892,107,109
2893,428,819
2894,121,193
2895,582,990
2896,341,974
2897,93,191
2898,22,119
2899,337,361
2900,463,473
2901,361,383
2902,773,822
2903,756,920
2904,47,907
2905,205,263
2906,829,841
2907,726,997
2908,139,149
2909,697,727
2910,75,791
2911,535,543
2912,40,85
2913,322,408
2914,359,907
2915,385,684
2916,610,969
2917,263,717
2918,839,880
2919,675,773
2920,838,841
2921,434,975
2922,809,815
2923,399,445
2924,477,933
2925,973,994
2926,770,938
2927,667,776
2928,92,601
2929,96,113
2930,333,359
2931,495,520
2932,505,516
2933,620,635
2934,266,684
2935,105,478
2936,701,730
2937,577,600
2938,723,942
2939,487,519
2940,732,922
2941,249,632
2942,363,388
2943,453,514
2944,343,662
2945,663,757
2946,23,792
2947,261,905
2948,707,713
2949,75,111
2950,632,647
2951,699,700
2952,736,741
2953,28,686
2954,784,787
2955,276,856
2956,517,640
2957,975,984
2958,534,989
2959,383,387
2960,97,104
2961,333,692
2962,80,359
2963,837,868
2964,825,876
2965,16,911
2966,807,912
2967,466,488
2968,359,363
2969,713,929
2970,251,868
2971,481,741
2972,402,777
2973,498,936
2974,748,760
2975,532,579
2976,369,981
2977,575,613
2978,579,636
2979,390,393
2980,263,911
2981,31,507
2982,159,208
2983,610,636
2984,295,320
2985,389,817
2986,109,542
2987,459,573
2988,22,591
2989,545,662
2990,263,681
2991,157,172
2992,360,877
2993,913,970
2994,657,868
2995,700,712
2996,6,91
2997,352,473
2998,791,794
2999,464,548
3000,170,211
3001,904,940
3002,495,548
3003,156,388
3004,123,211
3005,75,338
3006,238,260
3007,331,936
3008,536,701
3009,741,751
3010,134,473
3011,303,322
3012,965,983
3013,18,56
3014,183,748
3015,383,916
3016,38,61
3017,58,727
3018,792,904
3019,426,795
3020,261,990
3021,483,862
3022,897,954
3023,508,755
3024,24,111
3025,741,973
3026,436,511
3027,719,748
3028,166,810
3029,169,196
3030,305,388
3031,171,769
3032,445,488
3033,385,411
3034,517,596
3035,374,425
3036,729,730
3037,145,379
3038,371,415
3039,263,303
3040,393,773
3041,105,527
3042,359,392
3043,235,242
3044,258,431
3045,656,691
3046,369,787
3047,240,242
3048,427,447
3049,731,737
3050,639,938
3051,739,772
3052,574,835
3053,158,176
3054,933,936
3055,790,795
3056,368,771
3057,263,875
3058,67,364
3059,582,601
3060,34,83
3061,69,686
3062,714,721
3063,257,320
3064,782,812
3065,527,599
3066,588,613
3067,969,995
3068,679,702
3069,593,959
3070,168,185
3071,100,351
3072,334,657
3073,174,956
3074,942,978
3075,86,288
3076,33,390
3077,583,974
3078,241,281
3079,374,533
3080,300,658
3081,213,663
3082,435,441
3083,35,607
3084,951,977
3085,438,516
3086,387,568
3087,97,908
3088,208,670
3089,597,612
3090,357,549
3091,767,824
3092,360,712
3093,36,662
3094,737,871
3095,533,552
3096,792,827
3097,763,967
3098,754,778
3099,312,402
3100,24,30
3101,465,797
3102,529,674
3103,322,678
3104,341,392
3105,935,946
3106,595,671
3107,594,882
3108,47,210
3109,954,966
3110,440,483
3111,650,689
3112,464,489
3113,881,883
3114,367,734
3115,215,786
3116,13,200
3117,626,643
3118,281,824
3119,263,380
3120,65,671
3121,910,929
3122,91,659
3123,24,567
3124,781,852
3125,22,82
3126,134,632
3127,195,616
3128,760,963
3129,8,244
3130,11,86
3131,622,990
3132,390,448
3133,725,759
3134,712,749
3135,263,855
3136,267,286
3137,731,999
3138,462,495
3139,123,599
3140,450,495
3141,33,307
3142,605,611
3143,399,418
3144,325,955
3145,283,647
3146,210,495
3147,123,954
3148,874,904
3149,435,462
3150,848,868
3151,100,460
3152,580,822
3153,229,302
3154,101,785
3155,83,776
3156,31,640
3157,57,407
3158,810,825
3159,9,26
3160,480,509
3161,309,757
3162,523,623
3163,343,544
3164,366,407
3165,61,197
3166,80,729
3167,905,931
3168,606,609
3169,162,848
3170,245,905
3171,617,636
3172,785,808
3173,14,76
3174,108,113
3175,559,794
3176,525,858
3177,528,615
3178,366,842
3179,23,107
3180,278,296
3181,391,527
3182,441,892
3183,258,860
3184,367,762
3185,98,389
3186,832,850
3187,93,410
3188,350,359
3189,42,590
3190,776,783
3191,21,862
3192,368,391
3193,121,194
3194,466,507
3195,302,789
3196,711,753
3197,37,456
3198,556,562
3199,608,777
3200,97,187
3201,427,488
3202,596,849
3203,354,590
3204,463,474
3205,950,970
3206,381,867
3207,573,609
3208,720,756
3209,704,735
3210,406,904
3211,319,697
3212,526,919
3213,857,879
3214,467,519
3215,712,721
3216,549,601
3217,329,764
3218,39,955
3219,5,767
3220,187,762
3221,334,375
3222,316,984
3223,285,287
3224,526,889
3225,359,908
3226,575,684
3227,787,972
3228,199,720
3229,973,995
3230,168,321
3231,134,177
3232,263,605
3233,88,426
3234,272,295
3235,208,677
3236,79,725
3237,483,486
3238,390,856
3239,162,665
3240,900,919
3241,495,517
3242,763,797
3243,137,459
3244,585,969
3245,508,908
3246,238,287
3247,461,516
3248,340,691
3249,52,103
3250,115,955
3251,889,986
3252,632,868
3253,546,605
3254,344,892
3255,236,915
3256,293,428
3257,278,602
3258,391,969
3259,783,787
3260,436,486
3261,632,642
3262,391,604
3263,278,316
3264,154,198
3265,483,524
3266,197,302
3267,371,745
3268,963,997
3269,581,588
3270,340,352
3271,234,289
3272,17,203
3273,949,964
3274,591,741
3275,263,324
3276,694,742
3277,362,389
3278,2,44
3279,591,792
3280,613,972
3281,574,604
3282,121,222
3283,890,927
3284,359,364
3285,552,601
3286,402,895
3287,367,871
3288,600,845
3289,52,971
3290,773,811
3291,864,876
3292,148,480
3293,187,444
3294,535,730
3295,389,532
3296,761,797
3297,11,110
3298,526,955
3299,87,721
3300,159,190
3301,68,85
3302,535,585
3303,460,495
3304,613,697
3305,829,878
3306,148,190
3307,535,572
3308,420,673
3309,30,34
3310,379,390
3311,221,909
3312,447,475
3313,839,841
3314,856,875
3315,304,440
3316,361,792
3317,477,906
3318,961,967
3319,597,875
3320,138,210
3321,770,806
3322,472,836
3323,314,610
3324,499,672
3325,767,793
3326,788,842
3327,422,460
3328,889,903
3329,632,983
3330,283,772
3331,434,438
3332,465,818
3333,823,825
3334,61,100
3335,391,949
3336,28,875
3337,212,250
3338,823,940
3339,456,515
3340,281,575
3341,651,841
3342,14,485
3343,556,958
3344,26,495
3345,7,632
3346,469,495
3347,560,735
3348,234,285
3349,183,200
3350,613,793
3351,388,914
3352,263,304
3353,230,297
3354,359,389
3355,273,480
3356,902,909
3357,350,736
3358,691,702
3359,582,917
3360,566,576
3361,325,388
3362,388,848
3363,373,408
3364,445,805
3365,264,289
3366,393,612
3367,182,184
3368,773,783
3369,522,523
3370,669,688
3371,959,978
3372,636,677
3373,393,499
3374,429,497
3375,123,705
3376,600,951
3377,601,977
3378,639,649
3379,748,868
3380,610,903
3381,133,388
3382,482,808
3383,795,817
3384,913,936
3385,622,684
3386,159,444
3387,399,459
3388,434,790
3389,700,739
3390,54,418
3391,295,918
3392,283,582
3393,745,809
3394,318,493
3395,128,406
3396,41,944
3397,170,206
3398,904,911
3399,24,319
3400,63,257
3401,767,821
3402,681,736
3403,719,956
3404,792,822
3405,632,955
3406,689,815
3407,52,95
3408,289,445
3409,146,486
3410,779,820
3411,738,765
3412,65,67
3413,637,691
3414,954,965
3415,365,398
3416,483,577
3417,362,658
3418,56,142
3419,245,251
3420,708,739
3421,229,712
3422,305,320
3423,310,515
3424,901,920
3425,226,276
3426,393,851
3427,229,599
3428,84,174
3429,180,767
3430,383,476
3431,240,311
3432,243,631
3433,478,510
3434,340,389
3435,250,519
3436,488,517
3437,149,231
3438,722,749
3439,79,100
3440,427,513
3441,280,793
3442,445,858
3443,313,488
3444,907,922
3445,501,545
3446,380,402
3447,1,69
3448,64,172
3449,441,507
3450,153,303
3451,891,895
3452,242,243
3453,370,390
3454,171,191
3455,100,749
3456,226,954
3457,264,700
3458,486,488
3459,69,530
3460,474,488
3461,611,737
3462,43,117
3463,66,830
3464,138,153
3465,263,626
3466,345,373
3467,435,459
3468,471,501
3469,328,406
3470,229,303
3471,970,977
3472,912,926
3473,180,419
3474,219,453
3475,275,435
3476,260,283
3477,205,824
3478,295,946
3479,9,27
3480,339,770
3481,469,909
3482,106,847
3483,800,814
3484,875,879
3485,536,744
3486,478,892
3487,853,858
3488,210,938
3489,737,755
3490,862,918
3491,332,411
3492,205,613
3493,617,637
3494,533,795
3495,38,325
3496,249,316
3497,124,910
3498,954,993
3499,789,808
3500,2,436
3501,4,222
3502,23,108
3503,80,111
3504,525,810
3505,304,631
3506,880,984
3507,828,889
3508,167,779
3509,581,593
3510,430,445
3511,346,898
3512,411,412
3513,103,104
3514,441,603
3515,56,440
3516,243,667
3517,186,922
3518,578,948
3519,182,462
3520,492,686
3521,130,163
3522,22,117
3523,739,743
3524,337,363
3525,444,463
3526,103,834
3527,12,131
3528,359,736
3529,232,552
3530,1,434
3531,392,696
3532,126,146
3533,488,783
3534,824,849
3535,337,393
3536,393,395
3537,67,290
3538,358,495
3539,271,432
3540,144,168
3541,111,175
3542,151,790
3543,226,853
3544,714,752
3545,705,999
3546,359,796
3547,243,257
3548,762,785
3549,378,544
3550,435,495
3551,861,873
3552,512,749
3553,244,663
3554,515,882
3555,368,762
3556,210,748
3557,505,518
3558,546,882
3559,709,732
3560,124,366
3561,904,983
3562,741,757
3563,228,284
3564,28,100
3565,737,816
3566,624,666
3567,953,989
3568,312,428
3569,559,601
3570,841,862
3571,360,416
3572,141,274
3573,332,391
3574,391,970
3575,194,442
3576,447,854
3577,251,315
3578,435,902
3579,436,485
3580,923,927
3581,632,641
3582,102,694
3583,318,985
3584,213,243
3585,41,420
3586,867,884
3587,391,748
3588,599,699
3589,418,592
3590,845,863
3591,561,570
3592,873,892
3593,635,647
3594,910,919
3595,418,569
3596,949,973
3597,2,186
3598,202,322
3599,613,870
3600,263,321
3601,393,875
3602,359,410
3603,694,741
3604,391,421
3605,564,605
3606,359,361
3607,552,604
3608,55,82
3609,22,393
3610,44,449
3611,99,814
3612,302,905
3613,657,666
3614,530,686
3615,864,875
3616,225,764
3617,600,829
3618,601,839
3619,484,488
3620,157,392
3621,230,248
3622,411,948
3623,178,613
3624,109,905
3625,325,734
3626,205,444
3627,644,829
3628,493,511
3629,661,903
3630,348,390
3631,39,823
3632,706,748
3633,648,649
3634,44,909
3635,726,729
3636,835,946
3637,359,776
3638,253,287
3639,348,563
3640,97,883
3641,407,934
3642,264,785
3643,145,757
3644,216,636
3645,554,601
3646,389,488
3647,875,901
3648,33,90
3649,145,516
3650,641,665
3651,93,842
3652,19,101
3653,39,100
3654,5,24
3655,137,488
3656,465,533
3657,492,494
3658,952,954
3659,147,193
3660,339,601
3661,745,748
3662,819,847
3663,470,479
3664,624,702
3665,783,893
3666,474,517
3667,208,256
3668,581,892
3669,287,747
3670,145,208
3671,289,640
3672,832,907
3673,646,751
3674,82,566
3675,169,484
3676,24,960
3677,729,732
3678,284,979
3679,163,258
3680,539,933
3681,158,539
3682,359,390
3683,160,189
3684,59,66
3685,149,196
3686,902,908
3687,86,873
3688,566,575
3689,803,833
3690,129,192
3691,556,633
3692,97,356
3693,172,372
3694,154,285
3695,31,59
3696,239,314
3697,225,648
3698,669,681
3699,959,983
3700,299,883
3701,263,986
3702,52,855
3703,830,860
3704,389,904
3705,19,389
3706,311,613
3707,368,894
3708,597,938
3709,44,92
3710,557,901
3711,652,665
3712,782,810
3713,913,921
3714,89,577
3715,697,896
3716,92,888
3717,114,916
3718,137,215
3719,619,621
3720,473,847
3721,554,556
3722,644,682
3723,62,773
3724,138,205
3725,692,694
3726,435,439
3727,438,514
3728,148,808
3729,168,409
3730,187,772
3731,124,421
3732,147,150
3733,132,380
3734,904,906
3735,101,605
3736,141,508
3737,658,808
3738,585,770
3739,718,732
3740,434,465
3741,199,209
3742,572,663
3743,957,997
3744,388,420
3745,141,218
3746,254,673
3747,568,707
3748,237,307
3749,75,86
3750,183,613
3751,20,685
3752,443,466
3753,352,516
3754,617,657
3755,542,720
3756,447,878
3757,341,497
3758,344,916
3759,954,972
3760,440,509
3761,464,491
3762,250,955
3763,311,332
3764,331,414
3765,975,995
3766,646,707
3767,137,943
3768,569,946
3769,702,748
3770,11,495
3771,655,676
3772,344,359
3773,422,773
3774,488,520
3775,55,111
3776,647,675
3777,337,656
3778,245,265
3779,177,217
3780,656,657
3781,601,737
3782,621,676
3783,556,613
3784,359,644
3785,460,473
3786,869,885
3787,10,282
3788,263,966
3789,46,460
3790,411,889
3791,267,393
3792,359,531
3793,190,513
3794,463,525
3795,734,752
3796,171,192
3797,261,318
3798,49,608
3799,531,592
3800,748,992
3801,657,799
3802,809,822
3803,644,885
3804,27,799
3805,585,753
3806,848,878
3807,428,451
3808,451,866
3809,970,984
3810,19,30
3811,238,424
3812,192,523
3813,709,737
3814,48,219
3815,533,599
3816,451,516
3817,275,342
3818,438,776
3819,174,610
3820,48,57
3821,434,509
3822,33,880
3823,143,485
3824,335,525
3825,208,263
3826,251,296
3827,165,204
3828,460,562
3829,444,917
3830,68,769
3831,954,1000
3832,149,584
3833,258,809
3834,80,106
3835,759,807
3836,255,450
3837,607,891
3838,3,29
3839,140,158
3840,251,617
3841,289,902
3842,187,209
3843,776,777
3844,388,604
3845,984,998
3846,768,787
3847,488,731
3848,898,923
3849,764,940
3850,530,568
3851,621,625
3852,92,323
3853,846,854
3854,184,275
3855,97,189
3856,79,125
3857,389,683
3858,107,270
3859,565,691
3860,12,275
3861,92,97
3862,1,34
3863,869,873
3864,390,402
3865,34,432
3866,627,807
3867,100,699
3868,281,321
3869,191,200
3870,619,643
3871,30,92
3872,531,545
3873,432,732
3874,199,691
3875,605,978
3876,367,389
3877,190,406
3878,229,494
3879,839,867
3880,359,793
3881,243,258
3882,6,100
3883,435,496
3884,805,806
3885,256,518
3886,571,580
3887,166,366
3888,628,655
3889,387,587
3890,577,653
3891,499,999
3892,390,854
3893,270,320
3894,100,119
3895,654,666
3896,48,255
3897,737,946
3898,275,295
3899,132,180
3900,464,879
3901,767,846
3902,179,203
3903,132,193
3904,634,665
3905,363,399
3906,555,769
3907,615,657
3908,301,585
3909,70,262
3910,771,809
3911,595,613
3912,559,828
3913,632,644
3914,444,945
3915,673,715
3916,528,581
3917,509,667
3918,164,466
3919,350,423
3920,642,687
3921,759,958
3922,963,995
3923,140,186
3924,462,783
3925,929,942
3926,359,415
3927,694,740
3928,2,42
3929,902,919
3930,561,793
3931,950,955
3932,151,614
3933,388,854
3934,484,521
3935,233,265
3936,566,587
3937,307,800
3938,574,828
3939,393,473
3940,68,87
3941,31,111
3942,411,770
3943,535,591
3944,97,423
3945,139,184
3946,582,610
3947,826,984
3948,273,946
3949,261,359
3950,389,820
3951,124,205
3952,34,37
3953,583,854
3954,187,523
3955,20,103
3956,791,942
3957,407,955
3958,134,147
3959,633,678
3960,692,714
3961,485,586
3962,20,325
3963,286,538
3964,606,645
3965,342,434
3966,309,687
3967,495,769
3968,529,697
3969,192,801
3970,90,683
3971,509,848
3972,699,748
3973,384,410
3974,444,989
3975,418,762
3976,665,679
3977,297,811
3978,175,208
3979,198,215
3980,551,603
3981,702,711
3982,151,181
3983,578,601
3984,263,403
3985,980,989
3986,725,794
3987,23,388
3988,234,259
3989,381,600
3990,281,846
3991,388,916
3992,263,302
3993,423,936
3994,776,994
3995,45,110
3996,781,826
3997,215,582
3998,604,743
3999,17,983
4000,173,202
4001,373,402
4002,773,777
4003,168,967
4004,959,984
4005,725,734
4006,924,945
4007,377,580
4008,911,923
4009,143,513
4010,605,892
4011,773,928
4012,21,229
4013,115,204
4014,545,983
4015,91,97
4016,144,159
4017,148,220
4018,438,510
4019,835,868
4020,584,605
4021,531,617
4022,125,136
4023,196,296
4024,631,666
4025,9,259
4026,545,693
4027,364,599
4028,714,824
4029,899,900
4030,81,373
4031,339,905
4032,432,498
4033,435,440
4034,625,626
4035,614,680
4036,140,983
4037,394,427
4038,844,943
4039,770,776
4040,478,741
4041,774,824
4042,137,389
4043,269,642
4044,438,803
4045,889,933
4046,213,487
4047,733,750
4048,289,447
4049,199,210
4050,572,682
4051,792,933
4052,99,478
4053,274,320
4054,25,836
4055,336,394
4056,249,290
4057,617,658
4058,287,712
4059,323,773
4060,521,984
4061,55,723
4062,828,863
4063,263,496
4064,267,995
4065,354,837
4066,890,891
4067,140,194
4068,126,313
4069,492,563
4070,462,983
4071,388,912
4072,8,463
4073,411,565
4074,359,423
4075,107,392
4076,190,973
4077,388,797
4078,376,546
4079,414,773
4080,488,920
4081,220,222
4082,203,774
4083,224,766
4084,726,860
4085,11,81
4086,233,321
4087,502,877
4088,393,401
4089,463,739
4090,233,240
4091,162,182
4092,187,737
4093,433,609
4094,238,244
4095,643,688
4096,762,906
4097,156,513
4098,192,199
4099,399,421
4100,518,851
4101,848,877
4102,903,936
4103,134,235
4104,970,983
4105,661,670
4106,331,793
4107,76,88
4108,190,196
4109,249,642
4110,345,405
4111,516,624
4112,291,839
4113,354,475
4114,813,840
4115,250,282
4116,323,472
4117,131,643
4118,185,429
4119,477,513
4120,793,812
4121,634,644
4122,905,934
4123,222,373
4124,370,546
4125,616,645
4126,710,720
4127,107,917
4128,569,642
4129,673,688
4130,447,783
4131,487,972
4132,775,789
4133,449,959
4134,326,489
