node_id,random_community_feature,community_id,is_outlier
161,47.618600143636684,14,0
170,26.406449055877445,14,0
183,55.08787267942702,14,0
290,42.138316072710765,14,0
310,63.24519573370513,14,0
374,39.48713586585404,14,0
377,32.240382223253725,14,0
388,26.779552162473927,14,0
409,26.928606182518465,14,0
410,43.349883463555535,14,0
415,39.42347825029327,14,0
428,33.14529494464981,14,0
430,21.35072352792367,14,0
435,49.098582689498826,14,0
456,34.829105522288884,14,0
476,29.42373721363974,14,0
497,33.747519486656486,14,0
498,38.194147016030094,14,0
506,33.88067922083316,14,0
522,34.55517862975051,14,0
538,38.358853302220595,14,0
550,23.507180704046,14,0
555,26.606687020928817,14,0
563,23.520851239959285,14,0
579,31.663918990544527,14,0
584,36.084875964368024,14,0
631,13.644235797927351,14,0
642,61.19257614993211,14,0
643,28.855599809492677,14,0
647,29.343587492966233,14,0
652,45.18901016162919,14,0
676,35.182838574963675,14,0
682,44.55139993645838,14,0
754,19.982964505394897,14,0
832,20.15406056849877,14,0
909,27.81878383533965,14,0
927,16.715438567382858,14,0
929,36.67171545395365,14,0
